address,building_match_confidence,created_at,id,latitude,location,longitude,name,postal_code,removed_at,removed_reason,source,type,updated_at
238 Thomson Road Singapore 307683,NOMINATIM,2026-08-15T18:21:33.835675+00:00,9d71b83b-652e-4fca-a8c4-b2aceb674db4,1.3201525,0101000020E610000098C0ADBBF9F55940E5B8533A581FF53F,103.8433675,Velocity @ Novena,,,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
154 WEST COAST ROAD MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED SINGAPORE 127371,LOW_REVIEW,2026-08-15T18:21:33.835675+00:00,9e649b9a-a018-46e8-aeb5-92dd48edb9d8,1.30362458,0101000020E6100000E74CE5D203F159402C645171A5DBF43F,103.76585839,West Coast Plaza,127371,,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
1 Maritime Square Singapore 099253,NOMINATIM,2026-08-15T18:21:33.835675+00:00,875c7251-5140-4d1c-9321-1d40641bcf0d,1.2636487,0101000020E6100000AB532F0961F459406C2002B3E737F43F,103.8184226,Harbourfront Centre,,2026-08-16T05:17:15.995+00:00,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
501 Orchard Rd Singapore 238880,NOMINATIM,2026-08-15T18:21:33.835675+00:00,14aeef8f-358b-4bcf-86aa-577a20ea81ab,1.3046691,0101000020E61000000F23298E28F55940C8A0C9B4ECDFF43F,103.8306003,Wheelock Place,,,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
435 Orchard Rd Singapore 238877,NOMINATIM,2026-08-15T18:21:33.835675+00:00,32f7d197-b404-4382-838e-13067e01fa1d,1.3036967,0101000020E6100000648A839554F5594031732612F1DBF43F,103.8332876,Wisma Atria,,,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
301 Upper Thomson Rd Singapore 574408,NOMINATIM,2026-08-15T18:21:33.835675+00:00,6da692b7-871f-4d8c-aef3-917f2517bd87,1.3545979,0101000020E6100000DD47C9062DF5594038AFFBD86EACF53F,103.8308732,Thomson Plaza,,,,SassyMama,Nursing Room,2026-08-15T18:21:33.835675+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:57.184875+00:00,f92642b4-111f-477b-8a90-ae909ea162af,1.28241423,0101000020E6100000C19FFB8669F759403B7187C7C484F43F,103.86581587,Gardens by the Bay — Golden Garden,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:57.184875+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:57.791304+00:00,d6bb5785-06a5-49a8-9933-b4033d7ace25,1.28360559,0101000020E6100000B6A391185FF7594075A04104A689F43F,103.8651792,Gardens by the Bay — The Canopy,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:57.791304+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:58.277756+00:00,de33f189-c91d-4d44-9dd0-069cad63ba5c,1.28387301,0101000020E61000006677CF706CF7594024DB216EBE8AF43F,103.86599369,Gardens by the Bay — Cloud Forest,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:58.277756+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:58.795608+00:00,9fe9529e-c7e4-4e9e-b485-cb7e9ee9cd0e,1.28458859,0101000020E6100000166EA28856F7594063F791C3AC8DF43F,103.8646566,Gardens by the Bay — Floral Fantasy,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:58.795608+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:59.21589+00:00,8d91c19b-f193-4986-8407-a1c8998986bb,1.28188298,0101000020E6100000A6B11C9A4AF75940FD3D21BB9782F43F,103.86392834,Gardens by the Bay — Supertree Food Hall,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:59.21589+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:21:59.626415+00:00,9c3aa40b-10f3-4bc4-ad4b-34f1354418ee,1.28287337,0101000020E61000004850032F7FF759406F165B39A686F43F,103.86713767,Gardens by the Bay — Children's Garden,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:21:59.626415+00:00
18 Marina Gardens Drive Singapore 018953,MANUAL,2026-08-18T15:22:00.068786+00:00,04ba0ba7-c875-47db-9ba2-9beac787d004,1.27950994,0101000020E6100000C7C8AE1F2EF7594093809369DF78F43F,103.86219017,Gardens by the Bay — The Meadow,018953,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:22:00.068786+00:00
,,2026-08-18T15:30:27.929472+00:00,35980500-f7dc-4980-a963-d0102db0628b,1.31756116,0101000020E610000045D0843C24F95940BB969402BB14F53F,103.89283669,Paya Lebar Square,409051,,,USER_SUBMITTED,Nursing Room,2026-08-18T15:30:27.929472+00:00
